id,length,width,height,weight_kg,fragile,volume_cm3,density,size_category
83,95.3,77.4,52.3,30.0,True,385776.306,7.776527364021159e-05,Large
84,113.3,27.6,64.6,30.0,False,202009.368,0.0001485079642445,Large
85,108.4,44.8,42.7,30.0,True,207364.864,0.0001446725323726,Large
86,75.8,31.1,48.3,30.0,False,113861.454,0.0002634781038366,Large
87,111.4,29.9,41.9,30.0,False,139563.034,0.0002149566338605,Large
88,19.7,12.6,19.6,0.992,False,4865.112,0.0002039007529528,Medium
89,31.6,52.7,59.2,30.0,False,98586.94400000002,0.0003042999283961,Large
90,15.0,45.2,26.1,8.067,False,17695.8,0.0004558708846166,Large
91,45.8,13.6,6.8,1.503,False,4235.584,0.0003548507124401,Medium
92,52.8,29.5,53.4,30.0,True,83175.84,0.0003606816594818,Large
93,39.8,73.6,18.3,15.051,False,53605.824,0.0002807717310716,Large
94,101.2,26.8,75.5,30.0,False,204768.08,0.0001465072095221,Large
95,49.2,20.1,76.5,18.594,False,75652.38,0.0002457820890763,Large
96,40.9,44.3,73.6,30.0,False,133353.63199999998,0.000224965751214,Large
97,69.7,79.0,32.8,10.46,False,180606.64,5.791592158516432e-05,Large
98,25.5,26.9,6.2,0.484,True,4252.889999999999,0.0001138049655645,Medium
99,98.2,57.0,74.6,30.0,False,417566.04,7.184492302103878e-05,Large
100,18.2,63.3,37.1,3.095,True,42741.426,7.241218390794917e-05,Large
101,118.6,26.6,77.5,30.0,False,244493.9,0.0001227024477911,Large
102,94.9,61.0,77.3,30.0,False,447481.97,6.704180729337542e-05,Large
103,31.9,35.7,69.0,24.422,False,78579.26999999999,0.0003107944372606,Large
104,10.6,54.3,27.1,1.619,False,15598.218,0.0001037939077399,Large
105,99.7,54.3,33.9,30.0,True,183524.769,0.0001634656736715,Large
106,87.8,47.5,68.8,30.0,True,286930.4,0.0001045549722162,Large
107,90.2,16.3,28.8,6.151,False,42343.488000000005,0.0001452643674512,Large
108,94.8,68.5,17.7,30.0,False,114940.26,0.0002610051517196,Large
109,18.1,32.5,46.8,7.41,True,27530.1,0.0002691599376682,Large
110,49.4,23.1,75.2,30.0,True,85813.72800000002,0.000349594414544,Large
111,22.7,12.9,57.2,6.688,False,16749.876,0.0003992865380018,Large
112,104.9,51.4,47.8,19.308,True,257730.908,7.491534542686669e-05,Large
113,78.6,57.4,12.3,14.208,False,55493.172,0.0002560314987941,Large
114,46.4,11.2,51.1,10.469,False,26555.648,0.000394228753145,Large
115,17.0,45.8,79.3,20.173,True,61742.97999999999,0.0003267254026287,Large
116,44.2,25.9,15.5,9.246,True,17744.09,0.0005210749043766,Large
117,45.8,55.2,43.9,30.0,False,110986.224,0.0002703038171656,Large
118,90.3,22.2,70.8,19.815,False,141929.928,0.0001396111467061,Large
119,80.1,58.4,60.6,25.176,False,283477.10399999993,8.881140538249609e-05,Large
120,107.6,37.1,57.3,30.0,False,228739.308,0.0001311536712352,Large
121,28.3,18.8,15.6,23.82,False,,,
122,30.5,34.1,46.0,9.58,False,,,
123,46.4,31.9,58.3,26.88,False,,,
124,30.5,29.1,16.8,20.44,False,,,
125,33.4,28.0,20.5,22.51,False,,,
126,34.7,30.3,16.4,2.37,False,,,
127,67.5,17.6,23.5,26.35,False,,,
128,21.4,23.1,10.3,17.58,False,,,
129,43.5,41.6,28.4,27.49,False,,,
130,55.3,56.9,67.2,18.95,False,,,
131,43.6,45.7,38.1,16.06,False,,,
132,45.1,49.5,41.3,23.79,False,,,
133,51.0,53.1,43.1,6.02,True,,,
134,38.9,39.6,17.0,5.04,True,,,
135,46.3,26.1,26.4,22.49,False,,,
136,40.7,51.0,39.9,17.21,False,,,
137,16.8,15.9,18.0,2.31,False,,,
138,109.5,37.4,19.7,25.83,False,,,
139,109.9,15.0,15.7,10.89,False,,,
140,40.1,47.7,58.4,27.62,False,,,
141,63.4,34.1,29.3,29.67,False,,,
142,29.6,21.4,19.5,1.22,True,,,
143,44.2,56.8,78.2,18.16,True,,,
144,79.6,22.6,25.6,7.06,True,,,
145,25.4,32.1,31.4,15.29,True,,,
146,69.6,36.2,25.2,10.41,False,,,
147,56.9,44.8,42.1,5.31,False,,,
148,46.5,32.8,32.3,24.71,False,,,
149,27.2,12.2,17.5,0.58,False,,,
150,77.5,20.9,17.5,21.3,True,,,
151,75.9,56.5,40.4,21.57,False,,,
152,17.6,16.5,14.1,14.25,False,,,
153,49.6,20.4,21.5,10.63,False,,,
154,49.4,49.7,67.2,14.45,False,,,
155,52.4,32.5,59.0,2.66,False,,,
156,50.3,40.8,71.6,25.62,True,,,
157,106.4,22.6,19.9,4.3,False,,,
158,43.6,30.2,37.7,7.96,False,,,
159,95.1,15.6,21.8,1.4,False,,,
160,35.0,25.4,21.0,5.26,False,,,
161,66.3,27.5,19.6,29.64,False,,,
162,41.8,20.7,34.9,10.64,False,,,
163,23.2,10.4,16.6,17.83,False,,,
164,106.5,30.6,20.5,27.22,True,,,
165,68.6,21.3,19.2,18.14,True,,,
166,44.7,22.2,27.6,7.88,False,,,
167,50.1,52.8,57.2,5.74,False,,,
168,24.0,24.9,19.1,7.82,False,,,
169,43.4,20.1,30.7,11.36,False,,,
170,49.1,30.4,73.4,15.06,True,,,
171,88.6,26.6,16.9,27.37,True,,,
172,50.6,41.5,61.0,27.77,False,,,
173,18.3,25.0,16.1,29.86,False,,,
174,26.0,24.3,24.7,6.83,True,,,
175,48.7,37.7,32.2,15.98,False,,,
176,23.3,10.5,10.9,5.8,True,,,
177,43.3,59.4,54.7,15.61,False,,,
178,17.1,16.2,12.6,19.74,True,,,
179,19.0,14.8,15.4,7.34,False,,,
180,25.4,10.8,18.1,26.15,True,,,
181,37.1,47.9,61.5,5.29,False,,,
182,40.8,31.6,21.0,25.87,False,,,
183,36.8,51.6,67.9,4.25,False,,,
184,66.5,38.8,27.4,6.28,True,,,
185,55.7,30.4,74.2,18.97,False,,,
186,20.7,12.8,18.8,4.29,False,,,
187,33.4,29.2,26.1,24.21,True,,,
188,26.8,24.3,13.1,10.32,True,,,
189,57.1,48.5,62.5,7.3,False,,,
190,90.0,17.6,21.9,18.13,False,,,
191,96.6,27.6,29.4,29.74,False,,,
192,41.5,28.2,30.1,1.43,False,,,
193,70.1,51.8,28.5,13.85,False,,,
194,38.6,23.1,22.1,20.93,False,,,
195,37.7,25.8,23.7,6.02,False,,,
196,45.4,57.4,64.5,29.88,False,,,
197,47.2,38.7,72.8,11.72,True,,,
198,40.2,21.7,20.6,3.38,False,,,
199,44.3,27.8,18.2,14.69,False,,,
200,11.6,19.6,11.2,13.02,False,,,
201,47.0,54.6,45.0,14.53,False,,,
202,17.4,17.1,14.0,26.8,False,,,
203,67.5,16.4,29.2,21.1,True,,,
204,97.8,24.1,17.0,6.73,False,,,
205,105.0,28.0,15.2,17.6,False,,,
206,42.8,35.7,45.8,26.43,True,,,
207,22.2,14.2,19.3,20.92,False,,,
208,63.8,20.3,25.8,12.57,True,,,
209,84.0,29.4,16.3,17.22,False,,,
210,30.3,32.5,52.5,10.87,False,,,
211,60.0,34.3,49.1,25.01,True,,,
212,39.2,36.4,53.9,6.08,True,,,
213,72.4,54.2,35.9,0.87,False,,,
214,55.4,55.6,55.3,8.18,False,,,
215,64.6,20.4,17.4,11.85,False,,,
216,32.3,55.1,62.3,6.17,False,,,
217,48.7,39.3,74.5,29.09,True,,,
218,69.0,41.8,33.7,8.6,True,,,
219,34.0,50.1,75.1,21.39,False,,,
220,11.0,11.1,14.0,7.93,True,,,
221,27.1,13.4,15.4,13.73,True,,,
222,15.0,15.7,17.3,14.64,True,,,
223,68.7,49.8,30.0,9.44,False,,,
224,18.4,10.9,16.0,21.89,False,,,
225,76.0,41.4,35.6,25.38,False,,,
226,38.0,38.3,15.6,24.57,False,,,
227,33.8,36.8,78.5,26.81,True,,,
228,18.4,20.6,13.6,14.35,True,,,
229,83.2,30.3,19.1,14.0,False,,,
230,77.5,42.8,47.8,23.2,True,,,
231,60.3,55.8,25.1,23.79,False,,,
232,55.3,52.9,58.6,8.86,True,,,
233,15.3,14.5,16.1,23.04,False,,,
234,12.3,16.0,16.8,4.2,False,,,
235,15.0,17.1,11.4,22.13,True,,,
236,37.6,59.6,61.9,16.76,True,,,
237,29.1,10.1,10.3,16.22,False,,,
238,54.0,30.6,47.4,19.01,False,,,
239,43.4,30.5,15.8,2.89,False,,,
240,84.4,33.0,28.3,21.33,False,,,
241,68.8,42.8,25.6,11.4,False,,,
242,45.4,31.9,16.1,5.04,False,,,
243,58.2,49.7,74.5,14.09,False,,,
244,23.9,11.0,11.9,18.79,True,,,
245,12.2,17.4,18.4,9.1,False,,,
246,44.5,56.7,45.2,18.79,True,,,
247,70.4,39.2,42.0,20.31,False,,,
248,27.4,25.7,34.2,23.82,False,,,
249,52.6,52.3,35.7,12.95,False,,,
250,37.7,20.7,28.0,12.35,False,,,
251,13.8,24.8,13.3,10.38,False,,,
252,43.0,42.6,51.9,27.09,False,,,
253,46.0,20.0,23.4,28.58,True,,,
254,36.3,49.7,58.9,23.78,True,,,
255,36.7,36.1,26.3,29.77,False,,,
256,54.2,42.8,79.6,21.36,False,,,
257,25.5,13.1,17.4,20.82,False,,,
258,98.5,19.0,29.5,8.23,False,,,
259,68.9,32.7,44.3,24.26,False,,,
260,39.0,52.3,65.5,4.91,False,,,
261,13.5,23.1,16.2,27.04,False,,,
262,44.7,58.6,61.4,28.73,True,,,
263,68.2,35.1,15.4,15.12,False,,,
264,107.3,36.4,26.8,7.53,False,,,
265,65.1,34.7,30.7,14.1,False,,,
266,46.9,56.6,46.6,8.11,False,,,
267,67.1,26.4,15.5,27.51,False,,,
268,47.1,29.5,22.5,26.71,False,,,
269,42.4,22.6,25.3,4.37,False,,,
270,43.2,28.2,32.9,16.27,False,,,
271,47.7,47.0,54.2,10.51,True,,,
272,44.0,33.4,59.4,12.86,False,,,
273,66.2,39.8,29.0,9.91,False,,,
274,44.7,38.6,40.5,6.01,False,,,
275,30.4,24.2,27.6,9.66,True,,,
276,47.8,52.3,27.8,19.29,False,,,
277,37.3,33.1,24.4,4.72,True,,,
278,49.8,24.9,28.4,4.21,False,,,
279,71.0,51.7,47.3,17.7,False,,,
280,59.1,55.8,41.5,24.47,False,,,
281,28.3,24.4,26.6,16.82,False,,,
282,56.3,37.0,30.5,10.14,True,,,
283,52.0,31.7,30.6,8.05,False,,,
284,45.8,45.1,60.6,5.08,False,,,
285,41.0,25.9,25.6,13.19,True,,,
286,28.8,38.5,33.7,11.47,True,,,
287,37.1,46.9,74.6,0.97,True,,,
288,44.1,49.4,71.1,9.53,True,,,
289,25.8,12.0,14.3,6.2,False,,,
290,23.7,17.6,12.1,1.04,False,,,
291,20.2,23.3,15.4,7.05,True,,,
292,25.8,25.9,29.5,21.62,False,,,
293,102.4,21.9,23.8,2.93,True,,,
294,35.4,42.6,45.1,29.66,False,,,
295,25.4,36.7,22.7,25.8,True,,,
296,32.8,59.9,66.6,2.28,False,,,
297,84.5,32.2,25.6,29.02,False,,,
298,53.6,31.3,49.0,27.84,False,,,
299,98.9,27.6,15.7,1.19,False,,,
300,35.3,36.0,24.7,0.63,False,,,
301,76.3,15.5,26.2,17.15,False,,,
