id,length,width,height,weight_kg,fragile,volume_cm3,density,size_category
75,110.0,18.4,47.6,28.077,False,96342.4,0.0002914293187630784,Large
76,38.5,33.6,12.0,1.446,True,15523.2,9.315089672232529e-05,Large
77,82.9,76.0,32.6,13.133,False,205393.04000000004,6.39408229217504e-05,Large
78,44.3,32.6,24.9,20.837,False,35960.082,0.0005794480668870555,Large
79,67.2,46.3,23.3,30.0,False,72494.68800000001,0.000413823423862449,Large
80,70.1,59.2,78.0,30.0,False,323693.76,9.268019253753919e-05,Large
81,30.3,35.5,34.5,10.202,False,37109.925,0.0002749129781318609,Large
82,116.7,78.0,71.9,30.0,False,654476.9400000001,4.5838131439741785e-05,Large
83,95.3,77.4,52.3,30.0,True,385776.306,7.776527364021159e-05,Large
84,113.3,27.6,64.6,30.0,False,202009.368,0.0001485079642445097,Large
85,108.4,44.8,42.7,30.0,True,207364.864,0.00014467253237269743,Large
86,75.8,31.1,48.3,30.0,False,113861.454,0.00026347810383661535,Large
87,111.4,29.9,41.9,30.0,False,139563.034,0.00021495663386051064,Large
88,19.7,12.6,19.6,0.992,False,4865.112,0.0002039007529528611,Medium
89,31.6,52.7,59.2,30.0,False,98586.94400000002,0.00030429992839619814,Large
90,15.0,45.2,26.1,8.067,False,17695.8,0.00045587088461668875,Large
91,45.8,13.6,6.8,1.503,False,4235.584,0.0003548507124401263,Medium
92,52.8,29.5,53.4,30.0,True,83175.84,0.000360681659481888,Large
93,39.8,73.6,18.3,15.051,False,53605.824,0.00028077173107160893,Large
94,101.2,26.8,75.5,30.0,False,204768.08000000002,0.0001465072095221091,Large
95,49.2,20.1,76.5,18.594,False,75652.38,0.00024578208907637805,Large
96,40.9,44.3,73.6,30.0,False,133353.63199999998,0.00022496575121403522,Large
97,69.7,79.0,32.8,10.46,False,180606.63999999998,5.791592158516432e-05,Large
98,25.5,26.9,6.2,0.484,True,4252.889999999999,0.00011380496556459257,Medium
99,98.2,57.0,74.6,30.0,False,417566.04000000004,7.184492302103878e-05,Large
100,18.2,63.3,37.1,3.095,True,42741.426,7.241218390794917e-05,Large
101,118.6,26.6,77.5,30.0,False,244493.90000000002,0.00012270244779113098,Large
102,94.9,61.0,77.3,30.0,False,447481.97000000003,6.704180729337542e-05,Large
103,31.9,35.7,69.0,24.422,False,78579.26999999999,0.000310794437260616,Large
104,10.6,54.3,27.1,1.619,False,15598.217999999999,0.0001037939077399739,Large
105,99.7,54.3,33.9,30.0,True,183524.769,0.00016346567367154675,Large
106,87.8,47.5,68.8,30.0,True,286930.39999999997,0.00010455497221625873,Large
107,90.2,16.3,28.8,6.151,False,42343.488000000005,0.00014526436745125953,Large
108,94.8,68.5,17.7,30.0,False,114940.26,0.00026100515171968464,Large
109,18.1,32.5,46.8,7.41,True,27530.1,0.00026915993766822496,Large
110,49.4,23.1,75.2,30.0,True,85813.72800000002,0.00034959441454402254,Large
111,22.7,12.9,57.2,6.688,False,16749.876,0.00039928653800183357,Large
112,104.9,51.4,47.8,19.308,True,257730.90800000002,7.491534542686669e-05,Large
113,78.6,57.4,12.3,14.208,False,55493.172,0.00025603149879412193,Large
114,46.4,11.2,51.1,10.469,False,26555.647999999997,0.00039422875314509365,Large
115,17.0,45.8,79.3,20.173,True,61742.97999999999,0.00032672540262876853,Large
116,44.2,25.9,15.5,9.246,True,17744.09,0.0005210749043766122,Large
117,45.8,55.2,43.9,30.0,False,110986.22399999999,0.0002703038171656331,Large
118,90.3,22.2,70.8,19.815,False,141929.92799999999,0.00013961114670614082,Large
119,80.1,58.4,60.6,25.176,False,283477.10399999993,8.881140538249609e-05,Large
120,107.6,37.1,57.3,30.0,False,228739.308,0.00013115367123520371,Large
121,47.8,44.1,76.3,1.78,False,,,
122,25.1,21.7,19.2,6.56,False,,,
123,41.8,20.6,17.9,22.51,True,,,
124,40.4,34.8,60.0,21.99,True,,,
125,32.1,54.6,70.5,16.1,False,,,
126,46.9,52.6,25.1,21.9,False,,,
127,55.5,44.2,67.9,5.96,False,,,
128,13.6,15.3,13.8,6.82,True,,,
129,25.2,14.7,14.7,15.83,False,,,
130,68.2,46.7,26.0,10.18,True,,,
131,58.3,52.1,42.2,25.31,True,,,
132,74.5,36.4,17.8,2.55,False,,,
133,107.0,24.2,15.2,20.39,False,,,
134,81.9,31.5,16.3,4.73,False,,,
135,59.3,52.2,75.7,5.48,False,,,
136,33.5,31.9,34.8,4.12,False,,,
137,73.9,32.8,23.7,8.55,False,,,
138,77.8,31.7,29.3,29.63,False,,,
139,44.2,22.2,20.0,15.17,False,,,
140,25.7,34.8,31.6,15.19,True,,,
141,34.6,33.6,18.1,18.85,True,,,
142,23.2,17.8,14.9,14.25,True,,,
143,84.5,21.5,20.2,25.86,False,,,
144,29.8,23.2,11.2,13.78,False,,,
145,83.0,15.8,23.3,25.88,False,,,
146,37.3,22.7,29.3,14.88,True,,,
147,93.0,32.1,23.6,14.54,False,,,
148,31.7,37.9,63.6,11.65,False,,,
149,52.8,30.8,26.1,25.19,False,,,
150,30.8,56.7,53.7,3.37,False,,,
151,56.5,31.7,31.1,7.42,False,,,
152,28.2,11.0,13.0,10.46,True,,,
153,41.5,49.7,35.6,15.69,False,,,
154,23.9,18.8,19.9,11.64,False,,,
155,32.9,44.7,67.6,6.57,False,,,
156,46.7,39.0,49.2,6.45,False,,,
157,26.8,18.0,12.9,1.9,False,,,
158,100.2,30.6,29.4,21.67,False,,,
159,40.1,32.0,72.0,14.52,True,,,
160,23.0,14.5,18.0,13.27,False,,,
161,35.4,25.0,25.3,20.31,False,,,
162,22.6,17.7,11.9,15.23,False,,,
163,73.4,30.9,27.1,25.66,False,,,
164,51.8,31.8,48.0,14.14,True,,,
165,73.8,42.3,46.5,27.38,False,,,
166,73.3,22.2,17.4,20.76,True,,,
167,27.8,23.8,19.9,24.9,False,,,
168,59.7,42.7,76.2,6.46,True,,,
169,15.2,22.1,16.6,5.69,False,,,
170,99.1,16.4,28.4,9.76,True,,,
171,28.0,16.1,13.6,19.89,True,,,
172,30.9,31.4,25.0,4.06,False,,,
173,58.5,57.9,50.1,26.59,True,,,
174,25.5,14.7,18.3,22.25,False,,,
175,48.4,24.4,17.1,6.82,True,,,
176,72.7,29.7,22.4,11.55,False,,,
177,61.8,44.2,31.2,8.69,False,,,
178,34.1,34.3,31.4,1.12,False,,,
179,31.0,52.2,72.0,2.11,False,,,
180,31.3,27.7,27.8,21.17,False,,,
181,20.7,13.5,14.4,0.73,False,,,
182,52.0,58.1,43.9,9.27,False,,,
183,47.9,32.6,32.6,23.12,False,,,
184,15.5,11.2,17.8,15.0,False,,,
185,68.7,56.3,45.5,24.82,False,,,
186,32.0,42.6,69.2,16.66,False,,,
187,25.2,19.6,11.8,13.58,False,,,
188,18.0,19.4,13.1,2.93,True,,,
189,51.4,53.0,66.0,4.34,False,,,
190,99.6,23.0,22.2,22.19,True,,,
191,54.8,54.0,47.9,12.73,True,,,
192,107.2,37.1,18.4,28.47,False,,,
193,48.8,57.2,79.0,6.35,False,,,
194,26.2,32.4,27.0,4.9,False,,,
195,48.7,22.3,29.4,13.34,False,,,
196,101.4,27.4,18.4,6.49,False,,,
197,51.5,44.8,28.3,25.76,False,,,
198,69.1,35.7,29.5,23.88,True,,,
199,49.4,43.5,31.2,17.7,False,,,
200,10.2,12.0,13.2,20.94,False,,,
201,95.4,33.4,18.8,3.31,True,,,
202,77.2,44.1,33.9,18.39,False,,,
203,51.3,54.3,40.2,15.38,False,,,
204,93.6,18.3,28.4,1.71,True,,,
205,37.6,38.6,32.6,4.39,False,,,
206,43.0,37.8,52.5,29.37,False,,,
207,69.9,57.8,32.1,26.37,False,,,
208,60.7,43.1,29.1,22.24,False,,,
209,38.9,38.5,27.7,13.48,True,,,
210,14.6,10.5,12.6,21.33,False,,,
211,62.0,23.9,25.6,14.81,False,,,
212,28.1,21.9,32.4,5.83,True,,,
213,54.7,46.9,66.5,6.77,False,,,
214,20.5,18.6,14.2,2.77,False,,,
215,27.7,10.4,16.8,20.58,False,,,
216,57.9,33.2,52.9,1.35,False,,,
217,82.7,38.9,23.9,0.67,False,,,
218,58.5,39.7,69.3,22.16,False,,,
219,33.9,55.9,72.1,8.85,False,,,
220,20.9,19.0,10.9,8.03,True,,,
221,64.5,36.3,17.4,23.5,True,,,
222,28.0,29.8,23.6,24.29,False,,,
223,33.9,50.0,73.3,15.62,False,,,
224,83.8,29.1,21.3,22.82,False,,,
225,35.6,48.9,43.7,15.64,False,,,
226,41.2,34.3,33.6,16.05,False,,,
227,15.8,16.6,19.1,14.59,True,,,
228,42.1,26.0,20.0,13.12,False,,,
229,32.3,31.4,44.3,13.03,True,,,
230,54.4,40.7,63.4,23.18,True,,,
231,69.0,19.6,20.9,2.96,False,,,
232,52.6,51.7,43.9,13.77,False,,,
233,78.7,56.1,29.7,5.96,False,,,
234,37.8,50.2,57.4,1.03,False,,,
235,13.4,17.2,16.9,26.13,False,,,
236,51.8,39.1,72.5,18.69,False,,,
237,100.2,17.2,17.0,6.13,False,,,
238,46.5,24.2,28.0,19.67,False,,,
239,35.7,39.0,58.5,14.48,True,,,
240,47.6,34.8,23.9,14.81,True,,,
